Entity Name,Entity Description,Attribute Name,Attribute Description,Logical Data Type,Table Name ,Column Name,Physical Data Type,Null Option,Release,Is PK-FK
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Account Contact Source Identifier,additional natural id will be added with same name according to guidelines and LDM-PDM alignment,DECIMAL(18),ACCT_CTCT_REL,ACCT_CTCT_SRCE_ID,NUMBER(18),Null,R1+R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Account Contact Type Identifier,Account contact Type Identifier,VARCHAR(15),ACCT_CTCT_REL,ACCT_CTCT_TYPE_ID,VARCHAR2(15),Null,R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Account Key,Generated Key based on Account Id + Source System Code,BIGINT,ACCT_CTCT_REL,ACCT_KEY,Number(18),Not Null,R1+R2,FK
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Active Indicator,"Role status indicator 1-active, o-inactive",INTEGER,ACCT_CTCT_REL,ACTV_IND,NUMBER(9),Null,R1+R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Address Key,Generated Key based on Address Record Object Id and Address Type and Source System Code,BIGINT,ACCT_CTCT_REL,ADDR_KEY,NUMBER(18),Not Null,R1+R2,FK
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Address Record Object Id,Part of Natural ID of attribute: Address Key,DECIMAL(18),ACCT_CTCT_REL,ADDR_RCRD_OBJ_ID,NUMBER(18),Null,R1+R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Address Type,Part of Natural ID of attribute: Address Key,VARCHAR(15),ACCT_CTCT_REL,ADDR_TYPE,VARCHAR2(15),Null,R1+R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Contact Key,Generated Key on the basis of Contact Source Id + Source System Code,BIGINT,ACCT_CTCT_REL,CTCT_KEY,NUMBER(18),Not Null,R1 + R2,FK
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Customer Group Identifier,Used to identify whether the record belongs to Group Consumer or Group Enterprise.,INTEGER,ACCT_CTCT_REL,CUST_GRP_ID,NUMBER(9),Not Null,R1+R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Effective Timestamp,Date on which the record became effective. This is the date on which it was created.,TIMESTAMP(6),ACCT_CTCT_REL,EFFT_TS,TIMESTAMP(6),Null,R1+R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",End Timestamp,"Date on which the record became non-effective. Prior to this date, the field is empty (zero); this means that the record is effective. When the field is populated, the record is no longer effective and it serves only as a history record.",TIMESTAMP(6),ACCT_CTCT_REL,END_TS,TIMESTAMP(6),Null,R1+R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Role Name Type Code,"Defines the Role Name Type (Primary,Secondary , Other per Customization)",VARCHAR(255),ACCT_CTCT_REL,ROLE_NAME_TYPE_CD,VARCHAR2(255),Null,R1+R2,Non-Key
Account Contact Rel,"This Entity represents a 3 way relationship between Account , Contact  and Addresses


The Contact and Address Main Source is CRM while Account is from BILLING.

integration between the systems will be done with the BILLING entity ID which is equal to the CRM Account (=fin_accnt) ID.",Service Customer Name,Name of the Non billable customer,VARCHAR(255),ACCT_CTCT_REL,SERV_CUST_NM,VARCHAR2(255),Null,R2,Non-Key
Account Category,Reference table for Account Category,Account Category Code,Account Category Code,CHAR(10),ACCT_CTGY,ACCT_CTGY_CD,VARCHAR2(15),Null,R2,Non-Key
Account Category,Reference table for Account Category,Account Category Description,Account Category Description,VARCHAR(4000),ACCT_CTGY,ACCT_CTGY_DS,VARCHAR2(4000),Null,R2,Non-Key
Account Category,Reference table for Account Category,Account Category Key,Generated Key in EDW,INTEGER,ACCT_CTGY,ACCT_CTGY_KEY,NUMBER(10),Not Null,R2,PK
Account Category,Reference table for Account Category,Customer Group Identifier,Attribute to identify if record belongs to consumer or Enterprise,INTEGER,ACCT_CTGY,CUST_GRP_ID,NUMBER(9),Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Account Dispute Identifier,Unique ID for the dispute,DECIMAL(12),ACCT_DISP,ACCT_DISP_ID,NUMBER(12),Null,R1+R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Account Dispute Key,Generated Key based on Account Dispute Id + Source System Code,BIGINT,ACCT_DISP,ACCT_DISP_KEY,NUMBER(18),Not Null,R1,PK
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Account Identifier,Account Identifier,DECIMAL(18),ACCT_DISP,ACCT_ID,NUMBER(18),Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Account Key,Generated Key based on Account Id + Source System Code,BIGINT,ACCT_DISP,ACCT_KEY,Number(18),Null,R1+R2,FK
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Ar Invoice Identifier,Invoice number,NUMBER(10),ACCT_DISP,AR_INVC_ID,NUMBER(10),Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Ar Invoice Sequence Reset Number,Internal Counter for Invoice,INTEGER,ACCT_DISP,AR_INVC_SEQ_RSET_NO,NUMBER(9),Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Customer Group Identifier,"Used to identify whether the record belongs to Group Consumer or Group Enterprise.
1 - Group Consumer
2 - Group Enterprise",INTEGER,ACCT_DISP,CUST_GRP_ID,NUMBER(9),Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Customer Key,Generated Key based on Customer Id + Source System Code,BIGINT,ACCT_DISP,CUST_KEY,Number(18),Not Null,R1+R2,FK
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute Action Identifier,holds the dispute action,VARCHAR(255),ACCT_DISP,DISP_ACTN_ID,VARCHAR2(255),Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute Active Flag,Indicates if this dispute record is active or inactive,INTEGER,ACCT_DISP,DISP_ACTV_FLG,INTEGER,Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute Amount,Dispute Amount,"DECIMAL(18,2)",ACCT_DISP,DISP_AMT,"NUMBER(18,2)",Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute End Date,"Date where account no longer in dispute status.
when currently in dispute status the 29991231",DATE,ACCT_DISP,DISP_END_DT,DATE,Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute End Timestamp,"Date where account no longer in dispute status.
when currently in dispute status the 29991231",TIMESTAMP(6),ACCT_DISP,DISP_END_TS,TIMESTAMP(6),Null,R1,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute Remarks Text,holds the notes/remarks for a dispute,VARCHAR(255),ACCT_DISP,DISP_RMRK_TXT,VARCHAR2(255),Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute Start Date,Date where account started the dispute status,DATE,ACCT_DISP,DISP_STRT_DT,DATE,Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute Start Timestamp,Date where account started the dispute status,TIMESTAMP(6),ACCT_DISP,DISP_STRT_TS,TIMESTAMP(6),Null,R1,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Dispute Update Date,Change date for disputes,DATE,ACCT_DISP,DISP_UPDT_DT,DATE,Null,R2,Non-Key
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Invoice Key,Generated Key based on Invoice Sequence Number + Source System Code,BIGINT,ACCT_DISP,INVC_KEY,NUMBER(18),Null,R1,FK
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Justified Ar Invoice Key,Generated Key based on AR Invoice Id + Source System Code,BIGINT,ACCT_DISP,JSTF_AR_INVC_KEY,NUMBER(18),Null,R1,FK
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Open Ar Invoice Key,Generated Key based on AR Invoice Id + Source System Code,BIGINT,ACCT_DISP,OPEN_AR_INVC_KEY,NUMBER(18),Null,R1,FK
Account Dispute,Represents Account dispute information for disputes opened and maintained in the system.,Expected Dispute Resolution Timestamp,Date by which the dispute is expected to be handled.,TIMESTAMP(6),ACCT_DISP,XPCT_DISP_RSLV_TS,TIMESTAMP(6),Null,R1,Non-Key
Account Key Performance Indicator Daily Aggregate,Summation of Amounts for different sets of Accounts on the basis of PK for specfic Start and End TS within a day.,Account Credit Rating Code,Credit rating of the financial Account.,VARCHAR(15),ACCT_KPI_DAY_AGR,ACCT_CRDT_RATE_CD,VARCHAR2(15),Not Null,R1,PK
Account Key Performance Indicator Daily Aggregate,Summation of Amounts for different sets of Accounts on the basis of PK for specfic Start and End TS within a day.,Aggregate Date Key,Generated Key based on Date Key coming from ODS. If the date keys are in YYYYMMDD24HHMISS/YYYYMMDD format already coming in from ODS then populate the same as straight move in EDW.,INTEGER,ACCT_KPI_DAY_AGR,AGR_DATE_KEY,NUMBER(10),Not Null,R1,PK/FK
Account Key Performance Indicator Daily Aggregate,Summation of Amounts for different sets of Accounts on the basis of PK for specfic Start and End TS within a day.,Aggregate Year Month Number,YYYYMM of the Aggregate Date.,DECIMAL(6),ACCT_KPI_DAY_AGR,AGR_YEAR_MNTH_NO,DECIMAL(6),Null,R1,Non-Key
